strain,accession,originating_lab,submitting_lab
A/RioGrandedoSul/296/2019,EPI1584383,lacen/rs___laboratório_central_de_saúde_pública_do_rio_grande_do_sul,instituto_oswaldo_cruz_fiocruz
A/EspiritoSanto/190/2019,EPI1548691,instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),centers_for_disease_control_and_prevention
A/RioGrandedoSul/259/2019,EPI1584378,lacen/rs___laboratório_central_de_saúde_pública_do_rio_grande_do_sul,instituto_oswaldo_cruz_fiocruz
A/SantaCatarina/230/2019,EPI1584373,lacen/sc,instituto_oswaldo_cruz_fiocruz
A/Goianesia/497545-IAL/2019,EPI1597203,instituto_adolfo_lutz,centers_for_disease_control_and_prevention
A/Iquique/41387/2019,EPI1505428,instituto_de_salud_publica_de_chile,instituto_de_salud_publica_de_chile
A/CampoGrande/2010891-IAL/2019,EPI1597079,instituto_adolfo_lutz,centers_for_disease_control_and_prevention
A/Colombia/4140/2019,EPI1486141,instituto_nacional_de_salud_de_columbia,centers_for_disease_control_and_prevention
A/Colombia/2338/2019,EPI1486181,instituto_nacional_de_salud_de_columbia,centers_for_disease_control_and_prevention
A/Paraguay/7603/2019,EPI1548456,central_laboratory_of_public_health,centers_for_disease_control_and_prevention
A/Peru/2419/2019,EPI1602238,"laboratorio_de_referencia_nacional_virus_respiratorios,_instituto_nacional_de_salud",centers_for_disease_control_and_prevention
A/Argentina/58/2019,EPI1487409,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/Argentina/59/2019,EPI1487402,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/EspiritoSanto/372/2019,EPI1548668,instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),centers_for_disease_control_and_prevention
A/Peru/5419/2019,EPI1602230,"laboratorio_de_referencia_nacional_virus_respiratorios,_instituto_nacional_de_salud",centers_for_disease_control_and_prevention
A/Perth/109/2016,EPI836648,pathwest_qe_ii_medical_centre,who_collaborating_centre_for_reference_and_research_on_influenza
A/NewZealand/835/2016,EPI841072,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/577/2016,EPI841008,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/831/2016,EPI841064,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/574/2016,EPI841000,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/1933/2016,EPI841048,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/836/2016,EPI841078,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/1929/2016,EPI841040,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/678/2016,EPI841032,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/890/2016,EPI841282,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/829/2016,EPI841056,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/581/2016,EPI841016,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/NewZealand/635/2016,EPI841024,institute_of_environmental_science_&_research,centers_for_disease_control_and_prevention
A/Newcastle/116/2016,EPI836978,john_hunter_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/SouthAuckland/52/2016,EPI893065,institute_of_environmental_science_&_research,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/68/2016,EPI836681,victorian_infectious_diseases_reference_laboratory_,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/2077/2016,EPI836930,alfred_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Fiji/108/2016,EPI1131779,national_centre_for_scientific_services_for_virology__and_vector_borne_diseases,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/2083/2016,EPI836933,alfred_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/31/2016,EPI893191,institute_of_environmental_science_&_research,who_collaborating_centre_for_reference_and_research_on_influenza
A/Tasmania/21/2016,EPI837136,royal_hobart_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Brisbane/158/2016,EPI836945,queensland_health_scientific_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/1032/2016,EPI859972,institute_of_medical_and_veterinary_science_(imvs),who_collaborating_centre_for_reference_and_research_on_influenza
A/NewMexico/14/2018,EPI1205544,new_mexico_department_of_health,centers_for_disease_control_and_prevention
A/Indiana/8/2018,EPI1197165,indiana_state_department_of_health_laboratories,centers_for_disease_control_and_prevention
A/SaintLucia/638/2018,EPI1240153,caribbean_epidemiology_center,centers_for_disease_control_and_prevention
A/Newfoundland/RV1805/2018,EPI1200722,?,public_health_agency_of_canada_(phac)
A/Mexico/983/2018,EPI1245068,laboratorio_de_virus_respiratorio,centers_for_disease_control_and_prevention
A/Newfoundland/RV1812/2018,EPI1248803,"national_microbiology_laboratory,_health_canada",centers_for_disease_control_and_prevention
A/DistrictOfColumbia/21/2018,EPI1277147,dc_public_health_lab,centers_for_disease_control_and_prevention
A/Ontario/RV2327/2018,EPI1261097,ontario_agency_for_health_protection_and_promotion_(oahpp),centers_for_disease_control_and_prevention
A/Jamaica/3797/2018,EPI1259322,university_of_the_west_indies,centers_for_disease_control_and_prevention
A/Bahamas/329/2018,EPI1240113,caribbean_epidemiology_center,centers_for_disease_control_and_prevention
A/Bahamas/332/2018,EPI1240073,caribbean_epidemiology_center,centers_for_disease_control_and_prevention
A/Mexico/1168/2018,EPI1249049,laboratorio_de_virus_respiratorio,centers_for_disease_control_and_prevention
A/Zaporizhia/46/2017,EPI1016970,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Zaporizhia/158/2017,EPI1017073,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Khmelnitsky/136/2017,EPI1017017,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Zaporizhia/156/2017,EPI1017065,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Kyiv/37/2017,EPI1016962,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Khmelnitsky/139/2017,EPI1017025,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Kyiv/30/2017,EPI1016954,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Zaporizhia/159/2017,EPI1017081,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Greece/4/2017,EPI967219,aristotelian_university_of_thessaloniki,crick_worldwide_influenza_centre
A/Macedonia/51/2017,EPI989446,institute_of_public_health_(macedonia),centers_for_disease_control_and_prevention
A/Ceuta/586/2017,EPI944211,servicio_de_microbiología_hospital_universitario_de_ceuta,instituto_de_salud_carlos_iii
A/Berlin/31/2017,EPI975629,?,robert_koch_institute
A/Luxembourg/17008058/2017,EPI995700,laboratoire_national_de_santé_,laboratoire_national_de_sant?
A/England/70580334/2017,EPI1029309,"microbiology_services_colindale,_public_health_england","microbiology_services_colindale,_public_health_england"
A/NordPasDeCalais/977/2017,EPI944336,?,institut_pasteur
A/Sachsen/124/2017,EPI1013023,?,robert_koch_institute
A/Iceland/23/2017,EPI1036055,landspitali___university_hospital_,crick_worldwide_influenza_centre
A/Romania/207809/2017,EPI919631,cantacuzino_institute,cantacuzino_institute
A/Basel/USB0028774/2017,EPI1569220,?,import_from_public_domain
A/Finland/747/2017,EPI1000852,national_institute_for_health_and_welfare,national_institute_for_health_and_welfare
A/Managua/554301/2010,EPI285394,?,other_database_import
A/Nicaragua/4413/2010,EPI274477,"laboratorio_de_virologia,_direccion_de_microbiologia",centers_for_disease_control_and_prevention
A/Managua/90502/2010,EPI285266,?,other_database_import
A/Managua/164503/2010,EPI333257,?,other_database_import
A/Managua/400902/2010,EPI285250,?,other_database_import
A/Managua/371502/2010,EPI285346,?,other_database_import
A/Nicaragua/2145/2010,EPI274474,"laboratorio_de_virologia,_direccion_de_microbiologia",centers_for_disease_control_and_prevention
A/Managua/343302/2010,EPI285370,?,other_database_import
A/Nicaragua/5907_02/2010,EPI1067563,?,other_database_import
A/Managua/362202/2010,EPI315756,?,other_database_import
A/NewYork/20343/2010,EPI281823,?,other_database_import
A/Managua/587002/2010,EPI315820,?,other_database_import
A/Yamagata/206/2005,EPI226880,?,other_database_import
A/Niigata/965/2005,EPI226780,?,other_database_import
A/Sendai/79/2005,EPI226802,?,other_database_import
A/Incheon/541/2005,EPI254219,?,other_database_import
A/Jeonbuk/445/2005,EPI254264,?,other_database_import
A/Incheon/540/2005,EPI254218,?,other_database_import
A/Ehime/55/2005,EPI145474,?,other_database_import
A/Gwangju/484/2005,EPI254170,?,other_database_import
A/Jeju/629/2005,EPI226739,?,other_database_import
A/Incheon/459/2005,EPI254217,?,other_database_import
A/Jeonbuk/570/2005,EPI254265,?,other_database_import
A/Hokkaido/79/2005,EPI145497,?,other_database_import
A/Jeju/571/2005,EPI254240,?,other_database_import
A/Texas/68/2017,EPI1026750,dallas_county_health_and_human_services,centers_for_disease_control_and_prevention
A/Guatemala/20/2017,EPI1049315,laboratorio_nacional_de_salud_guatemala,centers_for_disease_control_and_prevention
A/Bermuda/362/2017,EPI1038700,caribbean_epidemiology_center,centers_for_disease_control_and_prevention
A/Bermuda/361/2017,EPI1038692,caribbean_epidemiology_center,centers_for_disease_control_and_prevention
A/Bermuda/364/2017,EPI1038716,caribbean_epidemiology_center,centers_for_disease_control_and_prevention
A/Bermuda/363/2017,EPI1038708,caribbean_epidemiology_center,centers_for_disease_control_and_prevention
A/Trinidad/448/2017,EPI1038724,caribbean_epidemiology_center,centers_for_disease_control_and_prevention
A/Barbados/1005/2017,EPI1038684,caribbean_epidemiology_center,centers_for_disease_control_and_prevention
A/NewHampshire/7/2017,EPI925425,new_hampshire_public_health_laboratories,centers_for_disease_control_and_prevention
A/Texas/35/2017,EPI925401,texas_department_of_state_health_services_laboratory_services,centers_for_disease_control_and_prevention
A/Colorado/6/2017,EPI941626,colorado_department_of_health_lab,centers_for_disease_control_and_prevention
A/Delaware/11/2017,EPI970162,delaware_public_health_lab,centers_for_disease_control_and_prevention
A/Georgia/44/2018,EPI1368157,georgia_public_health_laboratory,centers_for_disease_control_and_prevention
A/Massachusetts/37/2018,EPI1407881,massachusetts_department_of_public_health,centers_for_disease_control_and_prevention
A/Washington/225/2018,EPI1372713,washington_state_public_health_laboratory,centers_for_disease_control_and_prevention
A/Georgia/42/2018,EPI1368173,georgia_public_health_laboratory,centers_for_disease_control_and_prevention
A/Georgia/43/2018,EPI1368165,georgia_public_health_laboratory,centers_for_disease_control_and_prevention
A/Georgia/41/2018,EPI1407897,georgia_public_health_laboratory,centers_for_disease_control_and_prevention
A/SouthDakota/60/2018,EPI1342848,south_dakota_public_health_lab,centers_for_disease_control_and_prevention
A/Pennsylvania/524/2018,EPI1362195,pennsylvania_department_of_health,centers_for_disease_control_and_prevention
A/Florida/127/2018,EPI1363109,florida_department_of_health_jacksonville,centers_for_disease_control_and_prevention
A/DistrictOfColumbia/35/2018,EPI1362338,dc_public_health_lab,centers_for_disease_control_and_prevention
A/CostaRica/2917/2018,EPI1356392,laboratorio_nacional_de_influenza,centers_for_disease_control_and_prevention
A/Georgia/33/2018,EPI1362141,georgia_public_health_laboratory,centers_for_disease_control_and_prevention
A/Anhui/77/2003,EPI360310,?,other_database_import
A/Jilin/9/2003,EPI360301,?,other_database_import
A/Taiwan/12/2003,EPI444673,?,other_database_import
A/Taiwan/24/2003,EPI444677,?,other_database_import
A/Liaoning/32/2003,EPI360363,?,other_database_import
A/Taiwan/22/2003,EPI444675,?,other_database_import
A/Taiwan/3/2003,EPI1447586,center_for_disease_control,who_collaborating_centre_for_reference_and_research_on_influenza
A/Taiwan/2/2003,EPI444671,?,other_database_import
A/Liaoning/10/2003,EPI360357,?,other_database_import
A/Montana/5/2011,EPI316123,montana_public_health_laboratory,centers_for_disease_control_and_prevention
A/NorthCarolina/1/2011,EPI309584,north_carolina_state_laboratory_of_public_health,centers_for_disease_control_and_prevention
A/Quebec/24/2011,EPI361001,?,other_database_import
A/Alaska/10/2011,EPI309619,alaska_state_virology_lab,centers_for_disease_control_and_prevention
A/Kansas/4/2011,EPI319702,kansas_department_of_health_and_environment,centers_for_disease_control_and_prevention
A/Wisconsin/12/2011,EPI334616,wisconsin_state_laboratory_of_hygiene,centers_for_disease_control_and_prevention
A/Alberta/13/2011,EPI367727,?,other_database_import
A/DistrictofColumbia/3/2011,EPI316040,dc_public_health_lab,centers_for_disease_control_and_prevention
A/Quebec/27/2011,EPI359290,?,other_database_import
A/Missouri/5/2011,EPI319751,missouri_department._of_health_&_senior_services,centers_for_disease_control_and_prevention
A/Tennessee/F2065/2011,EPI511655,?,other_database_import
A/Wyoming/7/2011,EPI316248,wyoming_public_health_laboratory,centers_for_disease_control_and_prevention
A/Zhejiang/88/2004,EPI360805,?,other_database_import
A/Sichuan/57/2004,EPI360784,?,other_database_import
A/Gansu/44/2004,EPI360752,?,other_database_import
A/Zhejiang/48/2004,EPI360804,?,other_database_import
A/HongKong/HKU115/2004,EPI341234,?,other_database_import
A/HongKong/HKU114/2004,EPI341242,?,other_database_import
A/Guangxi/62/2004,EPI360765,?,other_database_import
A/Macau/76/2004,EPI1938772,laboratorio_de_saude_publico,who_collaborating_centre_for_reference_and_research_on_influenza
A/Shanghai/236/2004,EPI360782,?,other_database_import
A/Sichuan/56/2004,EPI360783,?,other_database_import
A/Wuhan/29/2004,EPI360794,?,other_database_import
A/Hunan/204/2004,EPI157784,?,centers_for_disease_control_and_prevention
A/Taiwan/612/2004,EPI444700,?,other_database_import
A/Zhejiang/19/2004,EPI360803,?,other_database_import
A/Shanghai/140/2004,EPI360781,?,other_database_import
A/Bangladesh/909002/2015,EPI746683,institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic),centers_for_disease_control_and_prevention
A/Bangladesh/5006/2015,EPI701745,institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic),centers_for_disease_control_and_prevention
A/Bangladesh/910006/2015,EPI746707,institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic),centers_for_disease_control_and_prevention
A/Bangladesh/913003/2015,EPI746736,institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic),centers_for_disease_control_and_prevention
